video_id,title,published_at,channel_title,channel_id,channel_published_at,channel_name,subscriber_count,video_count,view_count,like_count,comment_count,duration,caption,licensed_content,tags,retrieved_at,duration_seconds,publishedAt,days_since_published,channel_age_days,subscriber_growth_rate,upload_frequency,views_per_upload,engagement_per_upload,subscriber_per_upload,log_view_count,log_duration_seconds,log_subscriber_growth_rate,log_upload_frequency,log_views_per_upload,log_engagement_per_upload,log_subscriber_per_upload,log_upload_x_engagement,log_upload_freq_squared
79YOfUDKUps,Forged in Foxborough Episode 2: The Journey Begins | Patriots,2025-07-18T22:49:02Z,New England Patriots,UCMm_V8YjmnZRhToXIqDYDuw,,New England Patriots,304000,6709,194198,5371,418,PT44M10S,false,True,"New England Patriots, NFL, Patriots",2025-07-22T07:38:10.540964,2650.0,2025-07-18 22:49:02,6,,,,28.94589357579371,0.8628707706066477,45.3122671038903,12.176638685495517,7.8826922062890254,,,3.3993922058387023,0.6221187229261389,3.83540687424777,,
SNssmKOXK1o,Santos vs. Flamengo 1 -  0 I Game Highlights I Brasileirão 2025,2025-07-17T01:23:20Z,Fanatiz,UCvEJrtUk0C2wh3P-9DOdblA,,Fanatiz,169000,6745,873311,16443,606,PT12M13S,false,True,"FZSports - Clean, Flamengo, Santos, Santos vs. Flamengo",2025-07-22T07:38:18.860893,733.0,2025-07-17 01:23:20,8,,,,129.47531504818383,2.5276501111934766,25.055596738324684,13.680048159289898,6.598509028614515,,,4.871184052151461,1.260631958394615,3.2602325911242267,,
XwSAZbtcwzY,Brittany Force makes the fastest run in NHRA history,2025-07-20T23:07:06Z,NHRA,UCJcErqlzaBzFmAh2uIxeqxQ,,NHRA,258000,7501,612021,2278,225,PT36S,false,True,"Fox Sports, auto racing, drag racing, nhra, national hot rod association, Mello Yello, Mopar, Chevrolet, Coca Cola, Toyota, FS1",2025-07-22T07:38:04.010267,36.0,2025-07-20 23:07:06,4,,,,81.59192107718971,0.33368884148780165,34.39541394480736,13.324523508560778,3.6109179126442243,,,4.413911867961232,0.2879486680278734,3.5665822621657437,,
V3yxV7wKqro,Seville beats Olympic champ Noah Lyles in 100m | Wanda Diamond League,2025-07-19T15:16:27Z,World Athletics,UCQk7fWv15ChjMJLCRVmtApw,,World Athletics,2240000,7593,235550,3486,607,PT37S,false,True,"World Athletics, worldAthletics, IAAF, Athletics, World Championships, track and field",2025-07-22T07:38:09.482386,37.0,2025-07-19 15:16:27,6,,,,31.02199394178849,0.539049124193336,295.008560516265,12.36968272950232,3.6375861597263857,,,3.4664229773908026,0.4311647739011486,5.690388374568924,,
OOu7w9UVuXs,"HIGHLIGHTS | All Blacks v France | Third Test, 2025",2025-07-19T09:28:44Z,All Blacks,UCsAPiUMyBjtKamxYGbSUnLA,,All Blacks,1210000,8939,352145,3243,402,PT8M43S,false,True,"All Blacks, New Zealand Rugby, Rugby, Rugby Union",2025-07-22T07:38:12.499724,523.0,2025-07-19 09:28:44,6,,,,39.394227542230674,0.40776373196106946,135.36189730394898,12.771801141313077,6.261491684321042,,,3.698686892140358,0.34200243965026117,4.915312361106235,,
XqT4-yzLruM,"Adam Copeland on saving Christian Cage, says he's here to ""END FTR"" | AEW Dynamite, 7/16/25",2025-07-17T02:40:00Z,All Elite Wrestling,UCFN4JkGP_bVhAdBsoV9xftA,,All Elite Wrestling,4560000,9486,606207,13353,872,PT9M31S,false,True,"aew, aew dynamite, aew dynamite highlights this week, aew dynamite highlights, aew on tnt, all elite wrestling, pro wrestling, aew on tbs, AEW TV, aew collision, aew collision highlights, aew on MAX, aew all in, stream on MAX, dynamite matches, collision matches, dynamite full matches, dynamite full episode",2025-07-22T07:38:18.313160,571.0,2025-07-17 02:40:00,8,,,,63.90543959519292,1.4995783259540376,480.70841239721693,13.31497844048346,6.349138991379798,,,4.1729314352238465,0.9161220480294503,6.177338977459636,,
5QQp58SuXUg,FULL SHOOTOUT: England and Sweden go head to head in CHAOTIC shootout,2025-07-17T22:45:59Z,Optus Sport,UC0jPwNs4B7yJySNewHan5hQ,,Optus Sport,969000,9503,436410,4849,1045,PT13M47S,false,True,"how to watch, optus sport, australia, highlights, premier, league, goal, premier league highlights, goals, soccer, football, premier league, epl, premier league fixtures, uefa, fifa, fa, pl, epl highlights",2025-07-22T07:38:17.955529,827.0,2025-07-17 22:45:59,7,,,,45.9233926128591,0.6202251920446175,101.96779964221825,12.986339738856195,6.71901315438526,,,3.8485163274982184,0.48256514701860354,4.6344163145194734,,
xe9XYO8bGEY,The Open Championship 2025 highlights: Late Round 2 | Golf Channel,2025-07-18T23:01:49Z,Golf Channel,UC5igJFdBQVqg7hXFI7075OQ,,Golf Channel,323000,10353,265946,1415,88,PT19M39S,false,True,"Golf channel, NBC, golf, pga tour analysis, golf news, golf analysis, the open, open, open championship, 153rd open, 153rd open championship, portrush, royal portrush, royal portrush open championship, golf channel open championship, the open round 2 highlights, the open round 2, open championship highlights, open championship round 2 highlights, scottie scheffler, rory mcilroy, tommy fleetwood, justin thomas, brian harman, jordan spieth, bryson dechambeau, rory mcilroy open",2025-07-22T07:38:16.673271,1179.0,2025-07-18 23:01:49,6,,,,25.687819955568433,0.1451753115039119,31.198686371100163,12.491052319790992,7.07326971745971,,,3.2842072798844115,0.13555773576975502,3.4719256557896196,,
jpk6xiUqJ9Q,The Open Championship 2025 highlights: Late First Round | Golf Channel,2025-07-17T21:38:05Z,Golf Channel,UC5igJFdBQVqg7hXFI7075OQ,,Golf Channel,323000,10353,339591,1824,96,PT19M47S,false,True,"Golf channel, golf, pga tour, lpga tour, golf news, golf on nbc, nbc sports, the open, the open championship dfs, the open championship preview, the open championship 2025 predictions, the open championship 2025, golf channel, the open highlights, the open 2025, the open 2025 best moments, the open first round highlights, the open first round highlights 2025, the open first round 2025, british open 2025, british open highlights, the open first round late highlights",2025-07-22T07:38:18.988653,1187.0,2025-07-17 21:38:05,8,,,,32.801217038539555,0.1854534917415242,31.198686371100163,12.735500176015826,7.080026499922591,,,3.520496808898118,0.17012539483139516,3.4719256557896196,,
x4ouiyWWRR4,Reading vs. Tottenham: Extended Highlights | Summer Friendly | CBS Sports Golazo,2025-07-19T16:29:50Z,CBS Sports Golazo,UCET00YnetHT7tOpu12v8jxg,2020-06-26 17:51:20.684238,CBS Sports Golazo,2530000,10524,96769,863,89,PT11M2S,false,True,"Champions League, Europa League, Soccer, UEFA, UCL, European Soccer, European Football, European Futbol, UEL, UCL Highlights, Champions League Highlights, Football, CBS Golazo, CBS, Micah Richards, Jamie Carragher, Thierry Henry, CBS Studio",2025-07-22T07:38:09.888563,662.0,2025-07-19 16:29:50,6,1855.0,1363.8814016172507,5.673315363881402,9.195077917141772,0.09045990117825922,240.4028886354998,11.480092307874989,6.4967749901858625,7.21882281858223,5.673315363881402,2.321905046679094,0.08659953494107206,5.486467274770378,0.4913064720861684,32.18650721805277
